select distinct part_id from quality.m_defect_chip where root_lot_id = 'HYH671'	root lot id이 HYH671인 모든 part id 조회하고 중복값은 제거
select distinct reticle_id from quality.m_defect_chip where root_lot_id = 'GHGQ30'	루트랏이 GHGQ30인 모든 레티클 아이디 조회하고 중복값은 제거
select distinct step_seq from quality.m_defect_chip where part_id = 'K4G80325FC-JCI'	part id이 K4G80325FC-JCI인 모든 step seq 조회하고 중복값은 제거
select distinct step_seq from quality.m_defect_chip where process_id = 'KJLB'	공법이 KJLB인 모든 스텝 시퀀스 조회하고 중복값은 제거
select distinct part_id from quality.m_eds_bin where process_id = 'XMFH'	process이 XMFH인 모든 제품 아이디 조회하고 중복값은 제거
select distinct eqp_id from quality.m_eds_bin where part_id = 'K4UXD23AA-DDR'	제품이 K4UXD23AA-DDR인 모든 eqp id 조회하고 중복값은 제거
select distinct eqp_id from quality.m_eds_bin where wafer_id = '12'	wafer 아이디이 12인 모든 eds 설비 조회하고 중복값은 제거
select distinct process_id from quality.m_eds_bin where root_lot_id = 'HAGA63'	root lot id이 HAGA63인 모든 process 조회하고 중복값은 제거
select distinct wafer_id from quality.m_eds_bin where part_id = 'K203D03RF-LRF'	제품 아이디이 K203D03RF-LRF인 모든 웨이퍼 id 조회하고 중복값은 제거
select distinct part_id from quality.m_eds_bin where root_lot_id = 'GHGQ30'	루트 랏이 GHGQ30인 모든 part id 조회하고 중복값은 제거
select distinct step_seq from quality.m_eds_chip_bin where lot_id = 'JIG031.1'	랏 id이 JIG031.1인 모든 eds step seq 조회하고 중복값은 제거
select distinct process_id from quality.m_eds_chip_bin where root_lot_id = 'XFDQ20'	root lot이 XFDQ20인 모든 공법 조회하고 중복값은 제거
select distinct root_lot_id from quality.m_eds_chip_bin where lot_id = 'GEHA24.1'	랏 아이디이 GEHA24.1인 모든 루트 랏 조회하고 중복값은 제거
select distinct process_id from quality.m_eds_chip_bin where lot_id = 'G2G024.1'	lot이 G2G024.1인 모든 공법 아이디 조회하고 중복값은 제거
select distinct process_id from quality.m_eds_chip_bin where step_seq = 'EDS_P'	테스트이 EDS_P인 모든 process 조회하고 중복값은 제거
select distinct step_seq from quality.m_eds_chip_bin where root_lot_id = 'LFP094'	루트랏이 LFP094인 모든 step seq 조회하고 중복값은 제거
select distinct item_id from quality.m_eds_chip_measure where step_seq = 'EDS_EW'	step seq이 EDS_EW인 모든 eds 칩 테스트 항목 조회하고 중복값은 제거
select distinct item_type from quality.m_eds_chip_measure where root_lot_id = 'PLSB32'	루트 랏 id이 PLSB32인 모든 item type 조회하고 중복값은 제거
select distinct process_id from quality.m_eds_chip_measure where step_seq = 'EDS_WP'	step이 EDS_WP인 모든 process id 조회하고 중복값은 제거
select distinct lot_id from quality.m_eds_chip_measure where item_id = 'FBT1232_3'	eds 칩 테스트 항목이 FBT1232_3인 모든 lot id 조회하고 중복값은 제거
select distinct root_lot_id from quality.m_eds_chip_measure where process_id = 'PPZX'	process id이 PPZX인 모든 루트랏 조회하고 중복값은 제거
select distinct item_id from quality.m_eds_chip_measure where root_lot_id = 'PLDX20'	root lot이 PLDX20인 모든 테스트 항목 조회하고 중복값은 제거
select distinct test_type from quality.m_eds_measure where probe_card_id = 'Z112A23123'	프로브 카드이 Z112A23123인 모든 테스트 type 조회하고 중복값은 제거
select distinct root_lot_id from quality.m_eds_measure where step_seq = 'EDS_G'	eds 공정이 EDS_G인 모든 루트 랏 조회하고 중복값은 제거
select distinct step_seq from quality.m_eds_measure where probe_card_id = 'M1494S7724'	프로브 카드이 M1494S7724인 모든 eds 공정 조회하고 중복값은 제거
select distinct probe_card_id from quality.m_eds_measure where wafer_id = '20'	wafer이 20인 모든 probe card id 조회하고 중복값은 제거
select distinct probe_card_id from quality.m_eds_measure where root_lot_id = 'XRW123'	루트랏이 XRW123인 모든 프로브 카드 조회하고 중복값은 제거
select distinct wafer_id from quality.m_eds_measure where root_lot_id = 'ADF1232'	root lot이 ADF1232인 모든 wafer 아이디 조회하고 중복값은 제거
select distinct line_id from master.m_fab_item_met where item_id = 'DPA05'	DPA05 item id에 적용된 모든 라인 아이디를 보여줘
select distinct subitem_id from master.m_fab_item_met where line_id = 'EOVI'	EOVI 라인 아이디에 적용된 모든 subitem id를 보여줘
select distinct subitem_id from master.m_fab_item_met where item_id = 'E1_RAW_MAX_Y'	E1_RAW_MAX_Y 아이템 아이디에 적용된 모든 서브 아이템 아이디를 보여줘
select distinct line_id from master.m_fab_item_met where subitem_id = 'AVG'	AVG sub 계측 아이템에 적용된 모든 라인 아이디를 보여줘
select distinct eqp_id from quality.m_fab_dcop_met where wafer_id = '19'	19 wafer 아이디에 적용된 모든 설비를 보여줘
select distinct step_id from quality.m_fab_dcop_met where eqp_id = 'TEAHZ31'	TEAHZ31 설비 아이디에 적용된 모든 step id를 보여줘
select distinct dcol_operator from quality.m_fab_dcop_met where lot_id = 'PVH092.1'	PVH092.1 랏에 적용된 모든 dcol 작업자를 보여줘
select distinct root_lot_id from quality.m_fab_dcop_met where lot_id = 'HYG1D1.1'	HYG1D1.1 랏에 적용된 모든 root lot id를 보여줘
select distinct root_lot_id from quality.m_fab_dcop_met where step_id = 'KA180030VG'	KA180030VG step id에 적용된 모든 루트랏를 보여줘
select distinct lot_id from quality.m_fab_dcop_met where wafer_id = '8'	8 wafer에 적용된 모든 랏를 보여줘
select distinct lot_id from quality.m_fab_tracking where root_lot_id = 'GSH015'	GSH015 root lot id에 적용된 모든 lot를 보여줘
select distinct eqp_model from quality.m_fab_tracking where part_id = 'K4U8E164AA-PAB'	K4U8E164AA-PAB 제품 id에 적용된 모든 설비 모델를 보여줘
select distinct area from quality.m_fab_tracking where line_id = 'KFBH'	KFBH line id에 적용된 모든 area를 보여줘
select distinct root_lot_id from quality.m_fab_tracking where owning_line_id = 'KFBH'	KFBH 공정 시작 라인 아이디에 적용된 모든 root lot를 보여줘
select distinct owning_line_id from quality.m_fab_tracking where ppid = 'SPOX-500-0022'	SPOX-500-0022 레시피 id에 적용된 모든 공정 시작 라인 아이디를 보여줘
select distinct process_id from quality.m_fab_tracking where lot_id = 'ETH074.1'	ETH074.1 랏 아이디에 적용된 모든 process id를 보여줘
select distinct wafer_id from quality.m_defect_summary where eqp_id = 'CEWHU2'	CEWHU2 eqp id에 적용된 모든 wafer를 보여줘
select distinct recipe_id from quality.m_defect_summary where root_lot_id = 'HAGA63'	HAGA63 root lot id에 적용된 모든 레시피 id를 보여줘
select distinct root_lot_id from quality.m_defect_summary where wafer_id = '21'	21 wafer 아이디에 적용된 모든 루트랏를 보여줘
select distinct chamber_id from quality.m_defect_summary where recipe_id = 'KENB'	KENB recipe에 적용된 모든 chamber id를 보여줘
select distinct chamber_id from quality.m_defect_summary where eqp_id = 'MYEGA21'	MYEGA21 equipment id에 적용된 모든 챔버를 보여줘
select distinct root_lot_id from quality.m_defect_summary where chamber_id = 'EX2'	EX2 챔버에 적용된 모든 루트랏를 보여줘
select distinct wafer_id from quality.m_defect_chip where step_seq = 'TH140028'	TH140028 스텝 시퀀스에 적용된 모든 웨이퍼 id를 보여줘
select distinct part_id from quality.m_defect_chip where process_id = 'KCAK'	KCAK process에 적용된 모든 part id를 보여줘
select distinct root_lot_id from quality.m_defect_chip where step_seq = 'MK140460'	MK140460 step seq에 적용된 모든 루트 랏를 보여줘
select distinct root_lot_id from quality.m_defect_chip where process_id = 'KPLY'	KPLY process id에 적용된 모든 root lot를 보여줘
select distinct step_seq from quality.m_defect_chip where process_id = 'KJLB'	KJLB process id에 적용된 모든 step sequence를 보여줘
select distinct root_lot_id from quality.m_eds_bin where process_id = 'DREW'	DREW 공법 아이디에 적용된 모든 루트랏를 보여줘
select distinct part_id from quality.m_eds_bin where root_lot_id = 'MHHF51'	MHHF51 루트랏에 적용된 모든 part id를 보여줘
select distinct part_id from quality.m_eds_bin where wafer_id = '16'	16 웨이퍼 아이디에 적용된 모든 제품 id를 보여줘
select distinct part_id from quality.m_eds_bin where process_id = 'FDES'	FDES process에 적용된 모든 제품 id를 보여줘
select distinct process_id from quality.m_eds_bin where wafer_id = '18'	18 웨이퍼 아이디에 적용된 모든 공법 아이디를 보여줘
select distinct root_lot_id from quality.m_eds_bin where wafer_id = '6'	6 wafer id에 적용된 모든 루트 랏를 보여줘
select distinct root_lot_id from quality.m_eds_chip_bin where step_seq = 'EDS_EW'	EDS_EW eds step seq에 적용된 모든 루트랏를 보여줘
select distinct lot_id from quality.m_eds_chip_bin where root_lot_id = 'GTR312'	GTR312 루트 랏에 적용된 모든 랏 아이디를 보여줘
select distinct step_seq from quality.m_eds_chip_bin where root_lot_id = 'ASDX12'	ASDX12 루트 랏 id에 적용된 모든 eds 공정를 보여줘
select distinct root_lot_id from quality.m_eds_chip_bin where process_id = 'FDEE'	FDEE 공법에 적용된 모든 root lot id를 보여줘
select distinct item_id from quality.m_eds_chip_measure where step_seq = 'EDS_FP'	EDS_FP step seq에 적용된 모든 eds 칩 테스트 항목를 보여줘
select distinct lot_id from quality.m_eds_chip_measure where item_type = 'FBT'	FBT item type에 적용된 모든 랏 아이디를 보여줘
select distinct process_id from quality.m_eds_chip_measure where step_seq = 'EDS_WP'	EDS_WP step seq에 적용된 모든 공법 아이디를 보여줘
select distinct lot_id from quality.m_eds_chip_measure where root_lot_id = 'PLOP90'	PLOP90 루트랏에 적용된 모든 lot id를 보여줘
select distinct process_id from quality.m_eds_chip_measure where item_id = 'FBT2312_2'	FBT2312_2 eds 칩 테스트 항목에 적용된 모든 공법 id를 보여줘
select distinct process_id from quality.m_eds_chip_measure where root_lot_id = 'PLC2E3'	PLC2E3 root lot에 적용된 모든 공법를 보여줘
select distinct lot_id from quality.m_eds_measure where step_seq = 'EDS_ZX'	EDS_ZX eds 공정에 적용된 모든 랏 아이디를 보여줘
select distinct step_seq from quality.m_eds_measure where part_id = 'K4B4G1646D-WCK'	K4B4G1646D-WCK 제품 아이디에 적용된 모든 eds 공정를 보여줘
select distinct probe_card_id from quality.m_eds_measure where step_seq = 'EDS_P'	EDS_P step seq에 적용된 모든 프로브 카드를 보여줘
select distinct lot_id from quality.m_eds_measure where wafer_id = '22'	22 wafer 아이디에 적용된 모든 랏 id를 보여줘
select distinct root_lot_id from quality.m_eds_measure where test_type = 'NORMAL'	NORMAL test 타입에 적용된 모든 root lot id를 보여줘
select distinct part_id from quality.m_eds_measure where root_lot_id = 'JBF2P1'	JBF2P1 루트 랏에 적용된 모든 제품 id를 보여줘
select distinct item_id from master.m_fab_item_met where subitem_id = 'UPPERLEFT'	UPPERLEFT sub 계측 아이템에 적용된 모든 계측 아이템 항목를 조회하시오
select distinct item_id from master.m_fab_item_met where step_seq = 'TH140028'	TH140028 step seq에 적용된 모든 계측 아이템 항목를 조회하시오
select distinct step_seq from master.m_fab_item_met where line_id = 'QOEI'	QOEI line id에 적용된 모든 step seq를 조회하시오
select distinct line_id from master.m_fab_item_met where subitem_id = 'UPPERRIGHT'	UPPERRIGHT 세부 계측 아이템에 적용된 모든 라인 아이디를 조회하시오
select distinct line_id from master.m_fab_item_met where step_seq = 'YK029020'	YK029020 step seq에 적용된 모든 line id를 조회하시오
select distinct subitem_id from master.m_fab_item_met where step_seq = 'TQ052025'	TQ052025 스텝 seq에 적용된 모든 서브 테스트 항목를 조회하시오
select distinct eqp_id from quality.m_fab_dcop_met where area = 'YRXQ'	YRXQ area에 적용된 모든 eqp id를 조회하시오
select distinct dcol_operator from quality.m_fab_dcop_met where step_id = 'NR098541'	NR098541 step에 적용된 모든 dcol operator를 조회하시오
select distinct root_lot_id from quality.m_fab_dcop_met where line_id = 'KFE5'	KFE5 line id에 적용된 모든 root lot를 조회하시오
select distinct lot_id from quality.m_fab_dcop_met where line_id = 'KLUN'	KLUN 라인에 적용된 모든 랏를 조회하시오
select distinct line_id from quality.m_fab_dcop_met where step_id = 'NU101170'	NU101170 step id에 적용된 모든 line id를 조회하시오
select distinct eqp_id from quality.m_fab_dcop_met where part_id = 'K4F8E164HM-HAB'	K4F8E164HM-HAB 제품에 적용된 모든 eqp id를 조회하시오
select distinct lot_id from quality.m_fab_tracking where owning_line_id = 'KFBJ'	KFBJ owning line id에 적용된 모든 랏 id를 조회하시오
select distinct process_id from quality.m_fab_tracking where chamber_id = '6'	6 챔버에 적용된 모든 공법 id를 조회하시오
select distinct ppid from quality.m_fab_tracking where eqp_type = 'MMETAL'	MMETAL equipment type에 적용된 모든 레시피 아이디를 조회하시오
select distinct process_id from quality.m_fab_tracking where lot_id = 'PTHG15.1'	PTHG15.1 랏 id에 적용된 모든 공법를 조회하시오
select distinct line_id from quality.m_fab_tracking where eqp_type = 'CMPOXD'	CMPOXD 설비 type에 적용된 모든 라인 아이디를 조회하시오
select distinct eqp_type from quality.m_fab_tracking where owning_line_id = 'KFBJ'	KFBJ 공정 시작 line id에 적용된 모든 설비 type를 조회하시오
select distinct recipe_id from quality.m_defect_summary where wafer_id = '4'	4 웨이퍼 id에 적용된 모든 레시피를 조회하시오
select distinct wafer_id from quality.m_defect_summary where recipe_id = 'PMG07436'	PMG07436 recipe id에 적용된 모든 wafer id를 조회하시오
select distinct eqp_id from quality.m_defect_summary where wafer_id = '10'	10 wafer 아이디에 적용된 모든 설비 id를 조회하시오
select distinct eqp_id from quality.m_defect_summary where recipe_id = 'PNHA7143'	PNHA7143 레시피에 적용된 모든 설비를 조회하시오
select distinct recipe_id from quality.m_defect_summary where root_lot_id = 'E7H418'	E7H418 루트 랏 id에 적용된 모든 recipe를 조회하시오
select distinct root_lot_id from quality.m_defect_summary where wafer_id = '11'	11 웨이퍼 아이디에 적용된 모든 루트 랏 id를 조회하시오
select distinct step_seq from quality.m_defect_chip where wafer_id = '1'	1 wafer id에 적용된 모든 step sequence를 조회하시오
select distinct wafer_id from quality.m_defect_chip where reticle_id = 'JLBJB6G0R4'	JLBJB6G0R4 레티클 아이디에 적용된 모든 웨이퍼 id를 조회하시오
select distinct part_id from quality.m_defect_chip where reticle_id = 'JLBJB6G0R4'	JLBJB6G0R4 reticle에 적용된 모든 제품 id를 조회하시오
select distinct root_lot_id from quality.m_defect_chip where wafer_id = '4'	4 웨이퍼 id에 적용된 모든 루트 랏를 조회하시오
select distinct process_id from quality.m_defect_chip where step_seq = 'LB106486'	LB106486 step sequence에 적용된 모든 process id를 조회하시오
select distinct step_seq from quality.m_defect_chip where reticle_id = 'JLBJB6G0R4'	JLBJB6G0R4 레티클에 적용된 모든 step seq를 조회하시오
select distinct wafer_id from quality.m_eds_bin where process_id = 'PPFP'	PPFP 공법 아이디에 적용된 모든 wafer id를 조회하시오
select distinct eqp_id from quality.m_eds_bin where part_id = 'K203D23AD-CGR'	K203D23AD-CGR part id에 적용된 모든 eqp id를 조회하시오
select distinct root_lot_id from quality.m_eds_bin where eqp_id = 'WWYGA8'	WWYGA8 설비 아이디에 적용된 모든 root lot를 조회하시오
select distinct process_id from quality.m_eds_bin where wafer_id = '8'	8 wafer 아이디에 적용된 모든 process를 조회하시오
select distinct process_id from quality.m_eds_bin where part_id = 'K203D23AD-CGR'	K203D23AD-CGR 제품 아이디에 적용된 모든 process id를 조회하시오
select distinct eqp_id from quality.m_eds_bin where process_id = 'PPFP'	PPFP 공법 아이디에 적용된 모든 eds 설비를 조회하시오
select distinct step_seq from quality.m_eds_chip_bin where process_id = 'PPFP'	PPFP 공법 id에 적용된 모든 step seq를 조회하시오
select distinct lot_id from quality.m_eds_chip_bin where root_lot_id = 'ASDX12'	ASDX12 root lot id에 적용된 모든 랏를 조회하시오
select distinct process_id from quality.m_eds_chip_bin where step_seq = 'EDS_WP'	EDS_WP step seq에 적용된 모든 process id를 조회하시오
select distinct process_id from quality.m_eds_chip_bin where lot_id = 'HYH671.1'	HYH671.1 랏 아이디에 적용된 모든 공법 id를 조회하시오
select distinct step_seq from quality.m_eds_chip_measure where item_type = 'FDA'	FDA item type에 적용된 모든 step를 조회하시오
select distinct item_id from quality.m_eds_chip_measure where item_type = 'FDQ'	FDQ item type에 적용된 모든 계측 항목를 조회하시오
select distinct step_seq from quality.m_eds_chip_measure where lot_id = 'HYG1D1.1'	HYG1D1.1 랏 아이디에 적용된 모든 step를 조회하시오
select distinct process_id from quality.m_eds_chip_measure where item_type = 'FXA'	FXA item type에 적용된 모든 process를 조회하시오
select distinct process_id from quality.m_eds_chip_measure where lot_id = 'EUH002.1'	EUH002.1 랏 아이디에 적용된 모든 공법 아이디를 조회하시오
select distinct item_id from quality.m_eds_chip_measure where root_lot_id = 'PLDF12'	PLDF12 root lot에 적용된 모든 테스트 항목를 조회하시오
select distinct lot_id from quality.m_eds_measure where test_type = 'NORMAL'	NORMAL 테스트 type에 적용된 모든 랏를 조회하시오
select distinct step_seq from quality.m_eds_measure where lot_id = 'HYH671.1'	HYH671.1 lot id에 적용된 모든 step seq를 조회하시오
select distinct test_type from quality.m_eds_measure where wafer_id = '13'	13 wafer id에 적용된 모든 테스트 타입를 조회하시오
select distinct step_seq from quality.m_eds_measure where root_lot_id = 'ZXV412'	ZXV412 루트 랏 아이디에 적용된 모든 step seq를 조회하시오
select distinct part_id from quality.m_eds_measure where root_lot_id = 'TWEQ301'	TWEQ301 루트 랏에 적용된 모든 part id를 조회하시오
select distinct subitem_id from master.m_fab_item_met where line_id = 'CHTV'	CHTV 라인에 적용된 모든 subitem id를 조회
select distinct subitem_id from master.m_fab_item_met where step_seq = 'SN035040'	SN035040 스텝 seq에 적용된 모든 subitem id를 조회
select distinct subitem_id from master.m_fab_item_met where item_id = 'CD250'	CD250 item id에 적용된 모든 세부 계측 아이템를 조회
select distinct line_id from master.m_fab_item_met where step_seq = 'SQ057040S01'	SQ057040S01 스텝 seq에 적용된 모든 line id를 조회
select distinct eqp_id from quality.m_fab_dcop_met where root_lot_id = 'EUH002'	EUH002 root lot에 적용된 모든 설비 id를 조회
select distinct step_id from quality.m_fab_dcop_met where dcol_operator = 'AUTO'	AUTO 작업자에 적용된 모든 step id를 조회
select distinct line_id from quality.m_fab_dcop_met where part_id = 'K9GFGD8J0B-PXT'	K9GFGD8J0B-PXT 제품 id에 적용된 모든 line id를 조회
select distinct root_lot_id from quality.m_fab_dcop_met where line_id = 'KLUN'	KLUN 라인에 적용된 모든 루트 랏 아이디를 조회
select distinct wafer_id from quality.m_fab_dcop_met where area = 'PIHU'	PIHU 공정에 적용된 모든 웨이퍼 아이디를 조회
select distinct part_id from quality.m_fab_dcop_met where step_id = 'NDBER3467'	NDBER3467 스텝 id에 적용된 모든 제품 아이디를 조회
select distinct eqp_type from quality.m_fab_tracking where ppid = 'SHF10_SC30'	SHF10_SC30 ppid에 적용된 모든 설비 type를 조회
select distinct eqp_type from quality.m_fab_tracking where lot_id = 'PTHG15.1'	PTHG15.1 랏에 적용된 모든 설비 type를 조회
select distinct lot_id from quality.m_fab_tracking where eqp_model = 'ALTUS_BW'	ALTUS_BW 설비 모델에 적용된 모든 lot를 조회
select distinct lot_id from quality.m_fab_tracking where line_id = 'KFBE'	KFBE 라인 id에 적용된 모든 랏 아이디를 조회
select distinct part_id from quality.m_fab_tracking where root_lot_id = 'E7H125'	E7H125 루트 랏 id에 적용된 모든 제품 id를 조회
select distinct foup_id from quality.m_fab_tracking where root_lot_id = 'HAH858'	HAH858 root lot id에 적용된 모든 풉 id를 조회
select distinct root_lot_id from quality.m_defect_summary where wafer_id = '2'	2 웨이퍼에 적용된 모든 루트랏를 조회
select distinct recipe_id from quality.m_defect_summary where eqp_id = 'TATHJ05'	TATHJ05 equipment id에 적용된 모든 recipe를 조회
select distinct root_lot_id from quality.m_defect_summary where recipe_id = 'PCUJ0010'	PCUJ0010 recipe에 적용된 모든 root lot id를 조회
select distinct recipe_id from quality.m_defect_summary where chamber_id = 'DFDB154'	DFDB154 챔버에 적용된 모든 recipe id를 조회
select distinct eqp_id from quality.m_defect_summary where chamber_id = '4'	4 챔버 id에 적용된 모든 설비 id를 조회
select distinct part_id from quality.m_defect_chip where lot_id = 'EUH002.1'	EUH002.1 랏에 적용된 모든 제품를 조회
select distinct part_id from quality.m_defect_chip where step_seq = 'MK057040'	MK057040 스텝 시퀀스에 적용된 모든 제품를 조회
select distinct reticle_id from quality.m_defect_chip where wafer_id = '20'	20 웨이퍼 아이디에 적용된 모든 레티클를 조회
select distinct step_seq from quality.m_defect_chip where part_id = 'K4A8G085WC-JAF'	K4A8G085WC-JAF part id에 적용된 모든 step sequence를 조회
select distinct lot_id from quality.m_defect_chip where wafer_id = '9'	9 웨이퍼 id에 적용된 모든 lot를 조회
select distinct step_seq from quality.m_defect_chip where reticle_id = 'JLBJB6G0R4'	JLBJB6G0R4 reticle에 적용된 모든 스텝 시퀀스를 조회
select distinct part_id from quality.m_eds_bin where process_id = 'XMFH'	XMFH 공법에 적용된 모든 제품 아이디를 조회
select distinct eqp_id from quality.m_eds_bin where wafer_id = '2'	2 웨이퍼 아이디에 적용된 모든 eds equipment id를 조회
select distinct process_id from quality.m_eds_bin where wafer_id = '1'	1 웨이퍼에 적용된 모든 process를 조회
select distinct process_id from quality.m_eds_bin where part_id = 'K4U8E164AA-PAR'	K4U8E164AA-PAR 제품 아이디에 적용된 모든 공법 id를 조회
select distinct wafer_id from quality.m_eds_bin where part_id = 'K4UXD23AA-DDR'	K4UXD23AA-DDR 제품에 적용된 모든 wafer id를 조회
select distinct root_lot_id from quality.m_eds_chip_bin where lot_id = 'EUH002.1'	EUH002.1 랏 아이디에 적용된 모든 루트 랏 아이디를 조회
select distinct step_seq from quality.m_eds_chip_bin where root_lot_id = 'ASDF20'	ASDF20 root lot에 적용된 모든 eds step seq를 조회
select distinct root_lot_id from quality.m_eds_chip_bin where process_id = 'FDES'	FDES process id에 적용된 모든 루트랏를 조회
select distinct lot_id from quality.m_eds_chip_bin where process_id = 'ZDFQ'	ZDFQ process id에 적용된 모든 lot id를 조회
select distinct item_type from quality.m_eds_chip_measure where item_id = 'FBT9204_2'	FBT9204_2 계측 항목에 적용된 모든 item type를 조회
select distinct root_lot_id from quality.m_eds_chip_measure where item_id = 'FBT1232_3'	FBT1232_3 테스트 항목에 적용된 모든 루트 랏를 조회
select distinct lot_id from quality.m_eds_chip_measure where process_id = 'PPGD'	PPGD 공법 아이디에 적용된 모든 랏 아이디를 조회
select distinct step_seq from quality.m_eds_chip_measure where root_lot_id = 'PLOP90'	PLOP90 root lot에 적용된 모든 step를 조회
select distinct root_lot_id from quality.m_eds_chip_measure where process_id = 'PPQW'	PPQW process id에 적용된 모든 루트 랏 id를 조회
select distinct step_seq from quality.m_eds_measure where part_id = 'K4A02931FD-EFD'	K4A02931FD-EFD 제품에 적용된 모든 step seq를 조회
select distinct step_seq from quality.m_eds_measure where probe_card_id = 'V12321S23'	V12321S23 probe card id에 적용된 모든 eds 공정를 조회
select distinct wafer_id from quality.m_eds_measure where lot_id = 'JBF2P1'	JBF2P1 랏 id에 적용된 모든 웨이퍼를 조회
select distinct part_id from quality.m_eds_measure where test_type = 'NORMAL'	NORMAL 테스트 type에 적용된 모든 제품 아이디를 조회
select distinct part_id from quality.m_eds_measure where probe_card_id = 'F913S7A02'	F913S7A02 probe card id에 적용된 모든 제품를 조회
select distinct wafer_id from quality.m_eds_measure where root_lot_id = 'DAS232'	DAS232 root lot id에 적용된 모든 웨이퍼 id를 조회
select distinct item_id from master.m_fab_item_met where line_id = 'QELV'	QELV line id에 적용된 모든 계측 아이템 항목를 출력
select distinct item_id from master.m_fab_item_met where subitem_id = 'S3'	S3 서브 테스트 항목에 적용된 모든 아이템 아이디를 출력
select distinct item_id from master.m_fab_item_met where step_seq = 'MK057040'	MK057040 스텝 seq에 적용된 모든 item id를 출력
select distinct subitem_id from master.m_fab_item_met where line_id = 'QPEI'	QPEI 라인에 적용된 모든 서브 아이템 id를 출력
select distinct step_seq from master.m_fab_item_met where item_id = 'POINTS'	POINTS item id에 적용된 모든 스텝 seq를 출력
select distinct eqp_id from quality.m_fab_dcop_met where dcol_operator = 'AUTO'	AUTO dcol 작업자에 적용된 모든 eqp id를 출력
select distinct lot_id from quality.m_fab_dcop_met where root_lot_id = 'TEAHZ31'	TEAHZ31 root lot에 적용된 모든 랏 id를 출력
select distinct root_lot_id from quality.m_fab_dcop_met where eqp_id = 'PTV592'	PTV592 설비에 적용된 모든 루트랏를 출력
select distinct dcol_operator from quality.m_fab_dcop_met where line_id = 'PFBP'	PFBP 라인에 적용된 모든 operator를 출력
select distinct area from quality.m_fab_dcop_met where root_lot_id = 'PVH092'	PVH092 root lot에 적용된 모든 공정 설비를 출력
select distinct eqp_id from quality.m_fab_dcop_met where part_id = 'EVNEL12U90-VKW'	EVNEL12U90-VKW 제품에 적용된 모든 설비를 출력
select distinct eqp_id from quality.m_fab_tracking where eqp_model = 'W_SMS_H8'	W_SMS_H8 설비 모델에 적용된 모든 설비를 출력
select distinct process_id from quality.m_fab_tracking where wafer_id = '21'	21 웨이퍼 id에 적용된 모든 공법 id를 출력
select distinct root_lot_id from quality.m_fab_tracking where wafer_id = '6'	6 wafer에 적용된 모든 root lot id를 출력
select distinct line_id from quality.m_fab_tracking where lot_id = 'GHF710.1'	GHF710.1 랏 아이디에 적용된 모든 라인 아이디를 출력
select distinct eqp_type from quality.m_fab_tracking where part_id = 'K4A8G085WD-GZE'	K4A8G085WD-GZE part id에 적용된 모든 eqp type를 출력
select distinct wafer_id from quality.m_fab_tracking where ppid = 'AKQP'	AKQP 레시피에 적용된 모든 wafer 아이디를 출력
select distinct wafer_id from quality.m_defect_summary where chamber_id = 'DZD2043'	DZD2043 챔버 아이디에 적용된 모든 wafer 아이디를 출력
select distinct chamber_id from quality.m_defect_summary where wafer_id = '6'	6 웨이퍼 id에 적용된 모든 챔버 id를 출력
select distinct eqp_id from quality.m_defect_summary where chamber_id = '2'	2 챔버에 적용된 모든 eqp id를 출력
select distinct root_lot_id from quality.m_defect_summary where eqp_id = 'WWYGA8'	WWYGA8 설비에 적용된 모든 root lot를 출력
select distinct chamber_id from quality.m_defect_summary where root_lot_id = 'GHH090'	GHH090 루트랏에 적용된 모든 챔버를 출력
select distinct chamber_id from quality.m_defect_summary where eqp_id = 'TATHJ05'	TATHJ05 equipment id에 적용된 모든 chamber id를 출력
select distinct process_id from quality.m_defect_chip where reticle_id = 'JLBJB6G0R4'	JLBJB6G0R4 레티클 아이디에 적용된 모든 process id를 출력
select distinct step_seq from quality.m_defect_chip where wafer_id = '8'	8 wafer에 적용된 모든 step sequence를 출력
select distinct reticle_id from quality.m_defect_chip where process_id = 'KJLB'	KJLB 공법 id에 적용된 모든 레티클 아이디를 출력
select distinct reticle_id from quality.m_defect_chip where root_lot_id = 'MHHF51'	MHHF51 루트 랏 id에 적용된 모든 레티클 아이디를 출력
select distinct reticle_id from quality.m_defect_chip where wafer_id = '17'	17 웨이퍼 id에 적용된 모든 reticle id를 출력
select distinct process_id from quality.m_defect_chip where step_seq = 'MK057040'	MK057040 스텝 시퀀스에 적용된 모든 process를 출력
select distinct part_id from quality.m_eds_bin where process_id = 'ZDFQ'	ZDFQ process id에 적용된 모든 제품 아이디를 출력
select distinct eqp_id from quality.m_eds_bin where wafer_id = '2'	2 wafer id에 적용된 모든 설비를 출력
select distinct process_id from quality.m_eds_bin where root_lot_id = 'JBGH06'	JBGH06 root lot id에 적용된 모든 공법 id를 출력
select distinct eqp_id from quality.m_eds_bin where process_id = 'XMFH'	XMFH process id에 적용된 모든 eqp id를 출력
select distinct part_id from quality.m_eds_bin where eqp_id = 'TD1471'	TD1471 설비에 적용된 모든 제품 id를 출력
select distinct step_seq from quality.m_eds_chip_bin where lot_id = 'JIG031.1'	JIG031.1 lot에 적용된 모든 테스트를 출력
select distinct process_id from quality.m_eds_chip_bin where root_lot_id = 'GTR312'	GTR312 루트랏에 적용된 모든 process id를 출력
